ridge_rev,elastic_rev,rf_rev,lgbm_rev,baseline_rev,Date,Actual_Revenue,Actual_COGS,Meta_Revenue,Meta_COGS
8180465.975534175,3811109.1932930243,4282512.917702083,4653935.17968221,3351944.623061014,2015-02-18,3209407.04,2685036.44,-2231651.5427787984,-9580705.501908464
7891302.6108856015,3864639.959853274,4211541.727865214,4445594.669053114,3437968.847288734,2015-02-19,3793775.02,3109300.19,-2033636.681629256,-9612081.909737218
6312760.731800973,4139644.606468214,3518809.8003379456,2929843.556213992,3729607.4777010726,2015-02-20,4760336.65,3942085.3,-1295333.4534769855,-9962903.01776772
7304771.041018933,3953773.3823899557,3663304.595044778,3469204.876502702,3523784.618464144,2015-02-21,4368539.08,3544819.23,-1932469.7733696904,-9858746.975791534
6000026.422516018,4173795.466849373,3825839.5711336294,3788973.261229161,3765511.9943741863,2015-02-22,5784606.22,4804964.15,-937015.8309303962,-10161583.109627185
3202191.8787428737,4632214.611050796,4389759.14814136,4464149.139973409,4285772.505260273,2015-02-23,7360399.98,5966271.62,1333778.993782843,-10970635.306261495
2566757.2213276103,4753628.931574509,4875268.348845531,4968007.959415068,4413920.282031204,2015-02-24,5473140.47,4450268.77,2048105.7062748782,-10969957.885852918
-6734231.301567882,6290796.298202919,7768726.688316662,8112777.273365346,6111661.203955796,2015-02-25,8502202.85,7083827.01,10124103.428061735,-13441661.916032463
-5902286.456366744,6183389.548818994,7137218.295888614,7119158.708838357,6011160.198864739,2015-02-26,6528340.52,5386905.64,9242493.128907636,-13057996.586695664
-3085375.500043411,5679208.744099811,5905871.5436422005,5626984.044500683,5430480.048673026,2015-02-27,4695415.58,3896449.69,6558720.081362943,-12529494.181630205
1786853.7857421786,4871642.579210045,4839310.098104528,4939140.875227021,4549858.552046296,2015-02-28,3896812.17,3287398.94,2571054.257540635,-11265744.416573543
9102952.627003176,3676190.497926504,3515481.221791778,2162268.538290601,3281499.387444616,2015-03-01,4612623.19,3760240.57,-3152019.154090746,-9103145.546351466
14902883.530473888,2709912.1609849967,2577989.3682564637,2505804.508846898,2190467.451250406,2015-03-02,1204115.66,996728.16,-7783327.955153463,-7664902.378043039
17277376.45475378,2319001.9220671887,3788335.3221723665,4361908.305984428,1748193.3246410105,2015-03-03,2971078.12,2450231.82,-8798669.143936848,-6971874.1390149
14306733.757197918,2803098.314532925,2926751.665397644,3110025.321283776,2313485.0999806426,2015-03-04,3275231.73,2540097.74,-7165000.675617084,-7871507.8902729545
11911061.777708443,3229935.2276939633,4224453.34155415,4765673.7331763515,2795242.2152092406,2015-03-05,3623778.02,2818823.69,-4759705.320795525,-8259170.720851602
9554313.503591161,3619748.7621351895,4496467.178648325,5666241.374464768,3245619.0996959372,2015-03-06,4126698.63,3333077.32,-2965822.3951265584,-8920115.717970263
9240795.022336546,3647212.0095912395,3490718.9142145584,3318868.106203446,3271655.927095919,2015-03-07,3652751.16,2946148.77,-3279931.9409146523,-9162663.93434831
8085118.447881915,3858615.631190365,4025170.1181151555,4898326.604481318,3518370.363286327,2015-03-08,3679065.16,2903799.07,-2186378.05664503,-9368473.998137023
6795091.703274459,4073370.4354437725,3915457.561611913,4968367.764793375,3758700.5678345966,2015-03-09,4520902.2,3610296.4,-1349664.9732708193,-9757428.94018824
4852385.503897391,4402132.519122781,4349344.965345295,5493577.424856264,4139331.8756444575,2015-03-10,5042080.93,3980962.03,264287.42298847926,-10239529.964349328
3660376.2565224394,4600213.158370953,4485717.071421864,4904862.363465102,4377730.3092950685,2015-03-11,6098020.8,4928286.75,1214778.1208676486,-10487298.019026427
3967195.1778537445,4576476.87995813,4892894.102616266,5845887.927328009,4330220.185525089,2015-03-12,4869770.72,3760439.95,1202691.1504246006,-10227160.156502651
4055031.339272663,4516805.282592663,5285044.9612226505,4282264.30942407,4267792.499657652,2015-03-13,3474969.89,2712283.16,1398630.1228911849,-10308532.85391412
1031498.4814715013,5032462.308377132,5096005.818405263,5617311.001832842,4866658.300214195,2015-03-14,4711284.42,3671123.8,3392266.832518719,-11180629.412521267
917833.3237651177,5050348.715547983,5014118.01577689,5088211.118550117,4885537.03897919,2015-03-15,5040735.75,4008157.53,3438980.1973800575,-11199645.33152776
1242555.5062797703,5004601.625439692,5204100.206803415,5889472.23576105,4824128.185275113,2015-03-16,5602879.7,4422966.9,3291564.909934545,-11079757.986432385
-3248732.451237701,5738445.032320982,5749150.229573428,5464941.7652329495,5663550.261119496,2015-03-17,5692241.74,4623906.32,6779648.196524591,-12224289.471277986
-2509384.9595425576,5578458.531122217,5321925.110149931,4155264.4193648836,5437396.761884438,2015-03-18,6793794.72,5583548.33,5982549.877267318,-12215529.494970897
-800902.4754543975,5315160.705616452,5864606.555002735,6231077.587571122,5095991.5429436155,2015-03-19,6012381.06,5053767.27,5001598.129347457,-11765877.738801658
-977168.5368262716,5308705.504507298,5833958.765416045,6206361.723353139,5066906.930860489,2015-03-20,4887915.96,4122124.89,5063819.32166287,-12029805.67599114
-985072.9276184961,5331691.390050003,5333193.624451748,5568529.570588777,5026682.895352143,2015-03-21,4566270.71,4002288.11,4740404.1618585,-11927834.460273564
-1542043.0522130206,5370992.796301467,5367815.117368442,5297874.097264543,5007132.769134153,2015-03-22,5271032.0,4721422.49,5061289.302177214,-12366211.087041687
-2864409.5735019036,5590760.483260587,5647038.92489703,6552763.355859484,5244013.396301198,2015-03-23,5172623.98,4663072.48,6100914.910728702,-12805265.88450916
-4257701.835360289,5829844.639532447,5530915.295053038,5606249.67670338,5510008.119819973,2015-03-24,6187718.83,5662250.07,7041219.083038183,-13095856.445099462
-4233933.55101043,5826672.267591774,5827079.721892767,6203761.479996708,5516542.915539198,2015-03-25,6763449.95,6062883.43,7189945.571459535,-13070775.67100081
-4759138.9824768305,5942357.869950339,6275130.331020453,5833293.655976432,5635610.187561016,2015-03-26,6983791.47,6190732.25,7837754.81137831,-13015271.382254642
-6970312.869888153,6277739.202551095,7434964.414172804,7695152.347099863,6003502.922579346,2015-03-27,5007891.27,4516109.24,9978555.801242627,-13693787.28783574
-6319051.559642859,6175394.31029395,6554209.654887825,6444626.619060331,5902995.270241455,2015-03-28,5941997.22,5296480.62,9064946.130947657,-13519838.61625313
-8742419.726536974,6575743.9582763165,7315765.6778327795,7116778.272708001,6324739.210863033,2015-03-29,6087900.7,5431213.47,11156907.203700744,-14104944.54571474
-42417413.41260979,12115613.91725742,12060758.682398189,11444294.444266131,12352167.412748624,2015-03-30,14251354.04,12890205.46,37155827.77921506,-23398613.951740596
-36195908.803632945,11101202.175998662,11149945.814008046,11198416.650756352,11256220.100386031,2015-03-31,14813965.34,13306811.36,32327977.85917054,-21601871.36984362
-33319106.248104893,10659695.219411124,11702775.950884905,11338852.871003877,10504756.154470764,2015-04-01,13697879.88,12323133.99,30386418.88188761,-20852021.7188829
-29499811.950693525,10038081.069355685,11392425.516017364,12055187.747156663,9854233.513541676,2015-04-02,11638587.41,10494545.99,27563289.42022238,-19723339.785324823
-22209014.877891026,8843803.978375187,9734709.09858572,12260045.211393895,8604122.471802685,2015-04-03,10239965.04,9205352.56,21583101.699321013,-17874444.677657872
8834866.868748974,3682502.5612862664,3867983.5539973243,3510609.5271780966,3094416.9594051586,2015-04-04,4214414.51,3835706.41,-3026388.0572619345,-9437133.596130827
7651628.922791332,3924980.4802459464,3610513.5558444173,3389398.079374635,3342682.385814712,2015-04-05,4549233.48,4060392.25,-2342040.5994572584,-9494867.86607389
5513454.07394214,4262858.735511618,3863741.764225622,3887351.833289095,3706028.217596354,2015-04-06,5947351.85,5501604.96,-738741.8766743348,-10156961.010242578
5353079.400064662,4327233.8490369925,4083730.1550259497,4272162.686629885,3786093.2138714753,2015-04-07,6969771.13,6115686.29,-479217.8616083888,-9959853.84876664
2764335.0286251344,4713428.774803501,4819160.147062037,4550745.809239335,4203898.889515631,2015-04-08,6923568.08,6092200.11,1713539.5473485407,-10922764.786219362
1761326.2237047926,4889507.682264011,4868058.984884274,4910287.508089544,4388903.468902188,2015-04-09,5334934.77,4630574.68,2425759.0094137536,-11116559.339906625
1023488.0692313313,4999730.008349912,5500739.221239126,5398591.7365997415,4505424.781052986,2015-04-10,5286341.9,4755107.84,3282683.3724184697,-11355836.682489552
-677973.5305940509,5283989.875513017,5439312.167097577,5398213.577417909,4800717.764390937,2015-04-11,7223512.23,6692976.84,4414749.8413250195,-11856581.065020122
160145.06495423242,5149303.727743238,5476189.642972099,5439611.999111253,4651871.385032087,2015-04-12,6941143.47,6173613.48,3853052.2466769936,-11582680.445747636
-2927041.4222237207,5653602.243531048,6245728.303065373,5861917.740223649,5193000.239172932,2015-04-13,8008850.6,7198672.06,6421738.289982292,-12443966.047149582
-4702245.167066079,5957486.545305228,6678172.574580028,6446689.2498127315,5573986.5283010015,2015-04-14,9764966.49,8525033.47,7946897.82924202,-12859219.676404092
-3575324.4543575533,5781200.099989947,5574843.28471724,5561316.186866632,5442490.459838384,2015-04-15,8464241.45,7283839.1,6615420.085286858,-12455401.03533646
-4657165.499375474,5971542.194148054,5762675.845202685,6457614.257506843,5697202.678703872,2015-04-16,6025485.77,5033699.98,7503872.126926874,-12677360.4753247
-6569250.84681439,6328685.926428217,8147847.776463755,8328288.957941187,6129379.864956064,2015-04-17,6481493.13,5294636.04,10236660.03128755,-12882638.510592807
-4818571.448330924,6066397.88451856,6944997.2844792735,7081019.362885269,5923468.105843439,2015-04-18,7432727.07,5745887.3,8455093.306079865,-12203473.31610195
-4904029.842841059,6071126.412362842,6927737.465342466,7063489.439883284,5914843.26955189,2015-04-19,6854069.17,5371424.19,8485218.720612977,-12301105.893346626
-6554803.406133853,6350921.556587651,7151807.1299550645,7683899.760915427,6255501.342449619,2015-04-20,8942873.22,6952833.82,9784128.296703175,-12725964.028383333
-6967469.082231708,6384230.916028902,6749848.528804214,7667796.539492014,6271698.261299076,2015-04-21,11246554.8,8986101.87,9795195.005549211,-13054097.240315579
-7631364.844896946,6489935.295293862,7094633.880036993,7513526.167128742,6383523.698127515,2015-04-22,9099886.14,7216624.95,10457250.51008815,-13217834.06533919
-8778693.739671178,6718615.967307413,8937972.02347341,9625918.331955658,6653675.9696905045,2015-04-23,7548994.85,5939101.06,12309813.538210992,-13195748.278657235
-8181569.492573872,6600402.332160588,8590924.924998961,8778069.537053667,6505342.152142909,2015-04-24,6578500.68,5143109.11,11687672.764863405,-13134638.416472059
-11012166.445437498,7113141.168003719,9060418.881892778,9717860.661457697,7096120.114095702,2015-04-25,9981817.81,7741342.2,13956757.438303772,-13688595.550962158
-10768899.847103648,7027062.761747552,8673718.064042063,8858954.408084985,6980574.575477111,2015-04-26,8486257.42,6790371.72,13540328.700237665,-13973652.387482557
-16444653.523825869,8004907.770243188,9179601.157921595,9600314.180464482,8085292.143069951,2015-04-27,11233528.64,8990933.6,17817165.415263038,-15220731.547852088
-22152946.46670548,8951373.898647523,9899811.295757025,11950549.225335998,9167065.936584968,2015-04-28,14371525.01,11368208.46,22181867.549207706,-16711290.182494309
-38746980.081221126,11758144.737701181,12844697.044413013,13029164.230352683,12267960.688797731,2015-04-29,15294818.22,12456433.34,35474531.033575535,-20586180.602205787
-29394823.236030646,10143426.138445623,12028471.016293146,11552938.507253833,10473283.650662106,2015-04-30,14911130.64,11744026.43,28474461.898832057,-18571781.152486224
-25838478.644518428,9555589.13008386,11858134.922162931,13234799.009586368,9842992.217720803,2015-05-01,11462217.29,9026019.09,25862341.347969428,-17588079.783987325
-17034445.546525307,8094037.523208862,9913472.55521108,10331938.992378151,8207986.211265062,2015-05-02,8951414.69,7003240.14,18655134.741741464,-15227890.492732301
-10009154.281786509,6847513.898436645,7268465.378102399,7181256.995495336,6794798.034522345,2015-05-03,7902349.85,6325430.88,12223394.705191955,-13924258.177174587
9692095.185226128,3570664.9412439805,3848835.9137109015,3699900.55388831,3120859.8238906777,2015-05-04,4063632.19,3220456.05,-3467210.2601111033,-8878694.853491262
5339761.230954256,4298100.685781712,4560421.072917617,4446761.509970223,3953440.047883253,2015-05-05,4993358.48,3895803.59,-6031.387160076294,-9952158.8827513
4791032.197395045,4383428.754766749,4333230.589396427,3825073.484554017,4042190.0157866143,2015-05-06,5912157.02,4721080.32,254346.62539229938,-10072071.018619359
2303317.6933260486,4770909.79830971,4858730.239064984,4931649.553704479,4463729.878823422,2015-05-07,6417545.13,5062352.65,2240114.035267794,-10912587.424870824
2696618.5808394365,4745493.843720667,5191356.897443317,5540171.541202384,4456949.301730491,2015-05-08,4654167.53,3561342.38,2186465.53332015,-10540520.798357602
1256538.0357667468,4994554.774176218,5052522.921870979,5214391.3025321355,4711804.492187387,2015-05-09,4178643.57,3269969.19,3104413.48678687,-10909841.986689266
153504.83848707378,5171136.085489677,4775737.476581436,4220350.43966679,4939689.214407831,2015-05-10,5135747.06,3949880.44,3773776.60650492,-11212976.60363606
-2496408.721810203,5620029.325889347,4798977.89757543,5035561.771240661,5426022.829437612,2015-05-11,6740124.2,5364204.35,5604537.21736965,-11902006.33629841
-4295406.811392754,5913802.555225322,5177436.7200687835,5034707.396472688,5754715.615194268,2015-05-12,6877097.83,5464941.46,7082302.469435971,-12380228.22068626
-4782404.466721043,5992263.3772306815,5204445.492965299,4704915.366558064,5844043.567706886,2015-05-13,8472230.27,6752088.25,7449658.510426712,-12508866.021924688
-6555693.0196156055,6256362.273836007,6061232.164861942,5901676.879685528,6133524.715307704,2015-05-14,8373161.73,6566657.69,9130010.612808883,-13160129.859355383
-5825861.958911315,6159648.51057072,6003855.329057984,5954384.455514109,6029946.027980314,2015-05-15,6454103.0,5103049.75,8603277.29992957,-12827366.557145566
-6221982.386537142,6213452.709918391,6562620.689760286,6499158.952959812,6107159.545645066,2015-05-16,6409003.84,5140481.43,9201027.247884717,-12950603.378479764
-6211581.555516195,6258639.804264057,7131723.129793967,6806166.337088009,6154349.450420209,2015-05-17,6593507.34,5168476.45,9541484.306162063,-12659341.41353593
-6671265.437595524,6284584.075501613,5746113.324362277,5541128.749457294,6155836.073967578,2015-05-18,7049312.68,5707463.8,9033528.406777166,-13161285.21069698
-7078990.798271131,6373744.8591140285,5774987.027181582,5724314.80955976,6261504.268808396,2015-05-19,8167385.27,6584434.28,9348810.455756802,-13128350.111654332
-7288786.010068998,6418578.032245664,6218650.603944953,6549999.399428085,6313352.863909764,2015-05-20,10886447.11,8610088.68,9736781.032273531,-13081071.274311028
-6979843.360937569,6360933.471599961,5613607.256167411,4929490.072027379,6262432.0198811535,2015-05-21,9585349.34,7629673.54,9228386.564037982,-13023084.161434298
-8155132.318514377,6545669.161129644,6224113.962085019,6633872.21558345,6468880.612632701,2015-05-22,6849849.55,5526949.11,10347614.681259945,-13459662.777507283
-8821660.629837073,6670848.094073478,7132680.812354014,7503936.37215695,6591022.2039095955,2015-05-23,5769728.11,4699867.99,11308268.658452112,-13406793.26336693
-7372385.578749616,6411743.2269897405,6029168.715332047,6392848.523433052,6314759.149098108,2015-05-24,7759286.87,6115304.75,9686531.284227978,-13255898.298011914
-8280621.973851547,6578207.2566067,5681087.65245603,5229544.116634456,6507161.821607221,2015-05-25,6648911.62,5479719.27,10171137.649995789,-13371848.22195163
-8295266.313181505,6558058.0489211995,5515072.369813799,5188266.427433952,6445369.758143532,2015-05-26,7250067.07,5753775.74,10031122.398967817,-13521121.993056428
-10258656.12487749,6887414.195329698,5747763.333541732,4828593.07563222,6840518.774392721,2015-05-27,11264269.11,8911794.91,11582757.044892259,-13916647.528721783
-12584237.957570754,7294541.039536053,7041990.828814617,6763796.468274803,7318613.791843637,2015-05-28,10886440.76,8702126.28,13942471.614006914,-14421321.417431459
-13004082.212371878,7414885.6942121,8741773.377966901,8516954.628884787,7471653.446453384,2015-05-29,7443400.33,6010039.49,15224960.327919256,-14222384.716899231
-41002697.21798709,12081389.143495973,13017093.609011805,12951784.14755381,12657059.189842224,2015-05-30,14386454.27,11671007.33,37154902.33023806,-21398600.961135823
-37972175.140383564,11554802.95697677,13175936.657548087,12246068.947216276,12078462.839465821,2015-05-31,12847323.1,10142347.13,35146760.731496245,-20683770.5930394
-36660562.66636185,11347481.80556616,13119728.00172698,12277792.998523949,11916284.98627698,2015-06-01,12707400.56,9938849.85,34273983.42066645,-20299603.626834467
-30438537.89821984,10309242.154925916,12428124.018577725,12892563.40716181,10741442.101982865,2015-06-02,10370270.22,8221123.6,29478062.737461235,-18655136.62148542
-23722747.21027527,9193872.756807346,9920682.824131029,11647548.598430397,9490301.093231801,2015-06-03,12915899.82,10182209.97,23345854.27771665,-17016653.565393083
4671756.604579531,4391435.561523336,5128392.443250434,5236533.136568581,4060855.489175112,2015-06-04,4389371.3,3612066.24,761592.7254230015,-10126889.464703724
2611435.515067801,4739006.382930167,5834959.779239469,6539106.30606609,4464266.140791394,2015-06-05,4689415.18,3666593.72,2594118.7525959313,-10588339.11977882
3551827.9477174357,4622438.73185179,5501537.18169595,5477859.06187073,4328252.857346786,2015-06-06,4504545.31,3683127.75,1792190.4402286028,-10079106.746008025
2678304.8378196843,4751572.250358358,5126864.097373873,5090637.079733396,4474717.170474433,2015-06-07,4737477.49,3636812.14,2189115.2734274543,-10445824.367410958
-314675.92537306994,5249436.051444694,5128539.459405305,5118559.328935214,5021146.616554954,2015-06-08,5997977.12,4767036.54,4273281.145806177,-11212616.356506482
-160080.44011649862,5196952.284729289,4159734.798483058,3805693.8691485757,4973468.791581558,2015-06-09,7149148.38,5741574.05,3635296.435003752,-11408068.216784053
-1952031.9441664927,5521755.954934349,5765328.487685387,5413312.219034677,5332035.901097114,2015-06-10,7033422.25,5437275.2,5789435.6181553295,-11647370.123954764
-1268004.5928408056,5417300.52154501,5800063.241418308,5626699.204773934,5232548.315593666,2015-06-11,5174085.58,4188520.67,5347807.710769298,-11393105.385715615
-3801596.235106416,5786349.911842449,6585158.996845313,6591518.850182248,5633513.703130448,2015-06-12,6351066.12,4900508.38,7506866.145641285,-12318320.186154056
-3101418.1305052936,5711370.800546356,6680159.058555069,6776186.024554978,5545115.034925651,2015-06-13,5087923.97,3913528.15,7086316.4565644115,-11961103.279110137
-5178043.395798244,6052998.272022983,5716846.998771958,6092684.337145527,5947952.065912618,2015-06-14,7257781.25,5645520.63,8016941.560773476,-12552810.958312806
-5484647.7511728555,6122705.029066633,6806692.3153402945,6290571.473429812,6018891.914513417,2015-06-15,7185781.7,5677039.63,8867209.908886094,-12486381.660056287
-7547571.022559848,6428481.4283968005,5832886.242369625,6224373.3745543985,6351250.561129269,2015-06-16,7904688.49,6283325.81,9710805.480075516,-13295861.52370108
-6374690.823736943,6294551.245246345,6973750.0387426345,6807401.122013424,6217319.769220337,2015-06-17,8476249.0,6775868.17,9592110.779998567,-12550964.660931984
-6914392.088051252,6350212.684536783,5942932.773452383,6573618.0963569,6277538.684514964,2015-06-18,6561476.72,5174441.56,9351354.513100728,-12957256.734892584
-4644863.170136627,6003782.6015468985,7093479.972865021,6656354.569754614,5880271.75498541,2015-06-19,5300940.37,4147889.8,8442101.089870103,-12044132.68936072
-3484082.28114086,5769821.6515921,6149359.130044356,6184358.910700928,5637183.89488594,2015-06-20,5709630.01,4391167.7,7087004.739408026,-12027681.526766451
-4255420.503734857,5931574.630567994,6758263.187248831,6491658.898380717,5802931.861548506,2015-06-21,5755437.59,4546815.45,7977633.591786713,-12020772.269320384
-7072252.077799171,6377409.995672358,5855260.093729053,6409337.1870770985,6306940.510321925,2015-06-22,8091120.75,6486078.97,9415241.931323588,-12937921.645097958
-5687630.738286,6156291.861310711,7004811.896666703,6460387.486853586,6000098.86167537,2015-06-23,8014615.36,6549729.21,9060925.046678253,-12511697.222135443
-7765246.3180472925,6414473.544426102,6521777.284853736,6701848.577399335,6162113.846206078,2015-06-24,8106694.48,6848465.28,10040483.016443983,-13660550.676240228
-7064603.406209212,6297156.401971854,8341388.661627619,7694069.879714351,5942114.3919069525,2015-06-25,6395417.81,5471074.95,10490829.97566637,-13405014.386488318
-8218257.362046234,6458725.175201163,8395299.801657302,8076163.916559685,6040583.641245667,2015-06-26,5791488.27,5164656.66,11213874.386143543,-13865821.174723938
-9038107.000494063,6548723.342550168,7562003.346736517,7834268.550225523,6012414.527802262,2015-06-27,5907901.77,5761761.16,11145462.354515895,-14420814.698143065
-12394758.631498061,7065490.294435799,6800743.925115519,6515580.942403466,6559766.018345003,2015-06-28,7048110.81,6755443.51,13034647.687057696,-15635860.924812019
-29293084.382536054,9897794.748616759,9983939.962496266,11770915.931746049,9509766.673970072,2015-06-29,10266326.47,10003747.48,26344274.34217409,-20017135.69411014
-20035794.82062404,8373955.214661922,9010598.78584127,8763683.435261106,7925562.290762335,2015-06-30,10954727.42,10628217.87,19525552.33257977,-17505362.301909514
-16777629.3796992,7765394.241700027,6924711.829979604,6724639.3888859525,7329288.406090796,2015-07-01,9503954.04,9190648.76,16137252.861574572,-17027616.943898495
-12881983.177085191,7176518.500084814,7429680.852884013,7737504.736375526,6727039.661195118,2015-07-02,8552727.69,8154787.16,13767744.665114172,-15558284.11896902
-7764693.772241242,6320922.603263136,7371609.749009931,7262006.522446651,5816959.425952762,2015-07-03,6047919.06,5867150.51,10213415.197204933,-14145321.446578618
16167041.731003696,2413711.012666554,4057920.386160639,4153254.0361487125,1760335.8925350022,2015-07-04,1184319.43,1068025.58,-8008128.003605333,-7384139.157133965
13321712.5158136,2890309.9930028315,3252431.3186632316,3507928.466954053,2240051.095451594,2015-07-05,2966146.59,2810871.75,-6521410.364380703,-8224300.275848912
12115006.593830477,3082116.9895360456,2765789.9785704142,2965162.8024613736,2424616.63801608,2015-07-06,2490899.57,2437063.72,-5981009.399260927,-8610995.230504213
9032327.36549763,3588700.4636578164,2775759.060581642,3242519.2364788954,2961619.257227247,2015-07-07,4185006.32,3947428.34,-3860863.4911924377,-9523459.554921411
9326858.56951708,3511963.128284563,2604896.344766438,2790031.2825841405,2876612.2924041525,2015-07-08,4333446.86,4256271.94,-4168193.8709911397,-9616918.157018129
4124944.4074935056,4373524.273422351,4168768.4757417236,4148083.344816585,3801508.5356774484,2015-07-09,6011409.46,5756814.71,302750.5055161519,-10882582.30605783
4292739.304762848,4340493.193610057,4045616.470839713,4118056.7459898717,3795684.6738588186,2015-07-10,3936544.23,3750891.91,143613.15415452467,-10854524.323376328
2082702.908320658,4739900.434657165,4952517.551300738,4808709.58144771,4201506.980197204,2015-07-11,3965266.87,3859812.43,2175684.3730304213,-11348675.42365675
2067368.9512686841,4718735.459275881,5421997.703661624,5720745.514391546,4177578.906208617,2015-07-12,4444033.83,4308843.11,2417951.7213572646,-11419401.762333976
3878265.3280889913,4436224.248443173,4521805.213708267,5299248.768267806,3889761.1463674754,2015-07-13,4008119.02,3879117.89,677163.7318995686,-10927422.651115859
3499305.9519890025,4491525.579308543,4431917.278981885,5373680.013858813,3918427.7335960106,2015-07-14,4541662.42,4427340.58,848164.5254992039,-11103416.538143445
1435954.668915972,4852073.280905278,5119067.591135019,5037224.688239337,4290671.973269256,2015-07-15,6195528.74,5945270.24,2683427.7317356984,-11445933.783598343
2153070.6333807483,4722050.687493345,4421306.435368529,4922293.862956971,4174551.370134443,2015-07-16,5351713.45,5204783.4,1800773.5134734553,-11410067.171595216
1743833.9225647785,4775015.800788635,4908305.533160018,5023930.087283425,4232949.631402855,2015-07-17,3953465.4,3879500.64,2359363.25201105,-11512318.519673094
207601.45646575093,5014493.815744352,5806359.678072895,5859031.68931125,4472713.590785254,2015-07-18,4352743.94,4230281.82,3895095.134097263,-12007852.574214311
1131866.0943509862,4918842.789678666,5377652.402834047,5884650.485002384,4475388.241395322,2015-07-19,4734057.3,4244345.55,3145161.1929624975,-11420208.095945362
1012529.0760064982,4924013.347771827,4854774.164347479,4835232.512752919,4524195.205583238,2015-07-20,4593431.52,3967198.09,2992228.3250627513,-11511850.17340425
1258067.02757949,4936248.078041763,4647799.318158941,5041812.55194979,4598849.223714386,2015-07-21,6205610.6,5212906.4,2787632.3024972887,-11175565.06137108
609488.7280970961,5054772.661343787,4875460.53765719,5155022.935575799,4781254.017527625,2015-07-22,7003315.42,5699625.87,3429665.912045775,-11216936.937147114
-642370.1387733035,5282861.349923933,4985293.865967154,5233145.965802983,5099442.614874341,2015-07-23,6241579.84,5041557.0,4445362.614944439,-11392746.61385462
593908.6833297983,5094285.548939766,4697786.8507569395,4446919.172437905,4895748.358139647,2015-07-24,4815209.73,3864863.25,3454386.710268786,-11015797.699274976
368866.10929008573,5128225.134067008,5212101.196562787,5111088.699970025,4937583.85509317,2015-07-25,4869837.46,3980424.09,3893884.5690596616,-11056076.316815063
-1376122.5967969783,5415209.08145226,5861699.383614685,6256331.11155966,5254651.42566889,2015-07-26,5323996.74,4436550.96,5453136.122007144,-11508912.499248976
-260521.7086263001,5220599.569727361,5269888.394052853,6151540.75927846,5039259.235583159,2015-07-27,5603376.79,4431670.86,4326054.583043332,-11317894.251062337
-3462474.6649535,5758589.317582205,5983736.40755169,6436733.231878652,5642950.7320351675,2015-07-28,6826651.55,5538901.92,6981456.567507842,-12075546.190678675
-6934364.993120179,6335526.684038749,6463462.187348935,6748772.0462135095,6290243.571129999,2015-07-29,9470985.24,7602775.68,9684355.399049439,-13031798.678694872
-9943750.870931119,6809683.191647818,7211334.96897056,7209176.763185201,6634543.373328053,2015-07-30,10296776.67,9762134.91,12004141.923445836,-13828670.144301455
-21164296.256225683,8622052.587747635,9608820.86011365,9530404.269628808,8468458.567774555,2015-07-31,8227312.7,8001039.19,20954231.10863435,-17259419.896416195
-19428093.34431179,8204229.325679114,7974939.080009648,8951112.781615604,9024317.138689082,2015-08-01,7969399.16,8307674.69,19792933.74009324,-17192833.27726496
-14049884.711877353,7292687.581859078,7055615.558056236,7211655.245988046,7823622.407199227,2015-08-02,5808782.79,6999844.19,15346349.326462485,-15768660.53672631
-9798222.002977803,6597656.067733845,7200746.1877088975,7607579.866126867,6921902.119203937,2015-08-03,4720575.96,6451104.36,12320073.223773919,-14451151.693188202
-3379641.153341353,5527215.3286091965,5535083.181562865,5165995.882449711,5626246.499706679,2015-08-04,2658117.34,3894709.67,6825422.599255347,-12982977.71069777
10273201.71348329,3319008.6985661113,2530047.1234107437,2712342.38454171,3018830.6045629787,2015-08-05,2978173.12,4001425.35,-4519025.890187972,-8959978.943667563
8258024.768582523,3610332.317872388,2607017.481676914,2573451.504005804,3329821.0603575627,2015-08-06,2558707.18,3656184.22,-3100446.9344154275,-9715442.747427266
9011650.682087928,3511089.022942593,2543246.5429368736,2606198.257464913,3246087.1513598952,2015-08-07,1981109.04,2648627.83,-3622416.5213936046,-9373161.18987155
9291164.412836451,3453508.808299607,2591512.433644571,2411481.4334741444,3142977.6729714554,2015-08-08,1709563.14,2428463.02,-3830566.590742114,-9334660.13242548
8125850.012440011,3639779.7455369863,2528540.4360428858,3214453.0581667265,3402287.3916254784,2015-08-09,2122689.02,2864218.57,-3028650.798249815,-9727201.92857955
8336165.682404239,3638659.390340223,2683762.1428123266,3143403.199294738,3412872.0440587196,2015-08-10,2341717.61,3233525.06,-3050296.9287544517,-9455119.980541512
6410409.819930192,3918291.4241827945,2364624.6309437603,2455691.2904107906,3689640.1822363776,2015-08-11,2434219.28,3451194.49,-1928965.6538970852,-10311795.084075766
5928039.879099824,4019423.645891798,2569608.351377797,1975932.308083359,3837008.101282102,2015-08-12,3555473.95,4878289.67,-1407833.2392150965,-10239656.9360903
6756638.592588961,3861947.822710605,2607667.541162043,2522586.805902161,3647343.6036389717,2015-08-13,2921138.79,3979730.24,-2008730.3707325323,-10154918.702942265
5322220.283269152,4122068.5957774143,3249679.175988634,2533099.7207143363,3958113.126436799,2015-08-14,2842163.51,3979723.24,-595614.0835894896,-10296782.70525416
