Date,day_sin,day_cos,day_of_week,is_weekend,month,is_tet_period,days_to_tet,days_since_tet,tet_recency_weight,is_public_holiday,holiday_recency_weight,promo_active,promo_intensity,promo_stackable,promo_carryover_5d,expected_sessions,traffic_uncertainty,inventory_fill_rate,inventory_sell_through,inventory_days_since_snapshot,inventory_is_stale_rate,conversion_rate_overall
2014-11-23,-0.6115298757991053,0.7912213413483807,6,1,11,0,0,0,0.0,0,0.0,1,20.0,0,4,11209.0,0.1748624181849203,0.9617408632489544,0.1561900208031573,23.0,1.0,0.0119979049123289
2014-11-24,-0.5978291414589552,0.801623551065242,0,0,11,0,0,0,0.0,0,0.0,1,20.0,0,5,11794.0,0.1833727114516335,0.9617408632489544,0.1561900208031573,24.0,1.0,0.0119979049123289
2014-11-25,-0.5839514998576998,0.8117885474764613,1,0,11,0,0,0,0.0,0,0.0,1,20.0,0,5,13405.0,0.1692397904582278,0.9617408632489544,0.1561900208031573,25.0,1.0,0.0119979049123289
2014-11-26,-0.5699010576127624,0.8217133225960589,2,0,11,0,0,0,0.0,0,0.0,1,20.0,0,5,13829.0,0.1710502963434311,0.9617408632489544,0.1561900208031573,26.0,1.0,0.0119979049123289
2014-11-27,-0.5556819724760489,0.8313949395234058,3,0,11,0,0,0,0.0,0,0.0,1,20.0,0,5,11438.0,0.1808150068696175,0.9617408632489544,0.1561900208031573,27.0,1.0,0.0119979049123289
2014-11-28,-0.5412984521036173,0.8408305333122887,4,0,11,0,0,0,0.0,0,0.0,1,20.0,0,5,11931.0,0.1663355169396627,0.9617408632489544,0.1561900208031573,28.0,1.0,0.0119979049123289
2014-11-29,-0.5267547528105542,0.8500173118187018,5,1,11,0,0,0,0.0,0,0.0,1,20.0,0,5,13244.0,0.1607296263949602,0.9617408632489544,0.1561900208031573,29.0,1.0,0.0119979049123289
2014-11-30,-0.5120551783114646,0.8589525565270845,6,1,11,0,0,0,0.0,0,0.0,1,20.0,0,5,12733.0,0.1748624181849203,0.9641814890221654,0.1379417659288473,15.0,0.5,0.0119979049123289
2014-12-01,-0.4972040784469378,0.8676336233547726,0,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,13705.0,0.1958291937446221,0.9666221147953764,0.1196935110545374,1.0,0.0,0.0165627224429952
2014-12-02,-0.4822058478963526,0.8760579434344281,1,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,13930.0,0.1586990412277846,0.9666221147953764,0.1196935110545374,2.0,0.0,0.0165627224429952
2014-12-03,-0.4670649248774303,0.8842230238742036,2,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,12384.0,0.1741618345434337,0.9666221147953764,0.1196935110545374,3.0,0.0,0.0165627224429952
2014-12-04,-0.451785789832884,0.8921264484954345,3,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,14206.0,0.1606560778282198,0.9666221147953764,0.1196935110545374,4.0,0.0,0.0165627224429952
2014-12-05,-0.4363729641045924,0.8997658785476209,4,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,13501.0,0.1594605261307268,0.9666221147953764,0.1196935110545374,5.0,0.0,0.0165627224429952
2014-12-06,-0.4208310085956556,0.9071390534005044,5,1,12,0,0,0,0.0,0,0.0,1,20.0,0,5,12995.0,0.1701253266568632,0.9666221147953764,0.1196935110545374,6.0,0.0,0.0165627224429952
2014-12-07,-0.4051645224207563,0.9142437912130223,6,1,12,0,0,0,0.0,0,0.0,1,20.0,0,5,14178.0,0.1654047326300495,0.9666221147953764,0.1196935110545374,7.0,0.0,0.0165627224429952
2014-12-08,-0.3893781415452015,0.9210779895789526,0,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,10946.0,0.1958291937446221,0.9617408632489544,0.1561900208031573,8.0,1.0,0.0165627224429952
2014-12-09,-0.3734765374130707,0.9276396261490468,1,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,15116.0,0.1586990412277846,0.9617408632489544,0.1561900208031573,9.0,1.0,0.0165627224429952
2014-12-10,-0.3574644155648614,0.9339267592294762,2,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,13155.0,0.1741618345434337,0.9617408632489544,0.1561900208031573,10.0,1.0,0.0165627224429952
2014-12-11,-0.3413465142450361,0.9399375283564132,3,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,12828.0,0.1606560778282198,0.9617408632489544,0.1561900208031573,11.0,1.0,0.0165627224429952
2014-12-12,-0.3251276029999093,0.9456701548465688,4,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,14397.0,0.1594605261307268,0.9617408632489544,0.1561900208031573,12.0,1.0,0.0165627224429952
2014-12-13,-0.3088124812662537,0.9511229423235356,5,1,12,0,0,0,0.0,0,0.0,1,20.0,0,5,15411.0,0.1701253266568632,0.9617408632489544,0.1561900208031573,13.0,1.0,0.0165627224429952
2014-12-14,-0.2924059769510773,0.956294277219772,6,1,12,0,0,0,0.0,0,0.0,1,20.0,0,5,12133.0,0.1654047326300495,0.9617408632489544,0.1561900208031573,14.0,1.0,0.0165627224429952
2014-12-15,-0.2759129450029604,0.9611826292540836,0,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,14071.0,0.1958291937446221,0.9617408632489544,0.1561900208031573,15.0,1.0,0.0165627224429952
2014-12-16,-0.2593382659754056,0.9657865518844574,1,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,14337.0,0.1586990412277846,0.9617408632489544,0.1561900208031573,16.0,1.0,0.0165627224429952
2014-12-17,-0.2426868445825954,0.9701046827361176,2,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,13526.0,0.1741618345434337,0.9617408632489544,0.1561900208031573,17.0,1.0,0.0165627224429952
2014-12-18,-0.225963608248019,0.974135744004672,3,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,13579.0,0.1606560778282198,0.9617408632489544,0.1561900208031573,18.0,1.0,0.0165627224429952
2014-12-19,-0.2091735056463563,0.9778785428342386,4,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,12495.0,0.1594605261307268,0.9617408632489544,0.1561900208031573,19.0,1.0,0.0165627224429952
2014-12-20,-0.1923215052390948,0.9813319716704276,5,1,12,0,0,0,0.0,0,0.0,1,20.0,0,5,12762.0,0.1701253266568632,0.9617408632489544,0.1561900208031573,20.0,1.0,0.0165627224429952
2014-12-21,-0.1754125938042784,0.9844950085880858,6,1,12,0,0,0,0.0,0,0.0,1,20.0,0,5,11970.0,0.1654047326300495,0.9617408632489544,0.1561900208031573,21.0,1.0,0.0165627224429952
2014-12-22,-0.1584517749608363,0.9873667175937016,0,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,13175.0,0.1958291937446221,0.9617408632489544,0.1561900208031573,22.0,1.0,0.0165627224429952
2014-12-23,-0.141444067687942,0.989946248902378,1,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,16728.0,0.1586990412277846,0.9617408632489544,0.1561900208031573,23.0,1.0,0.0165627224429952
2014-12-24,-0.1243945048397999,0.9922328391893008,2,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,15005.0,0.1741618345434337,0.9617408632489544,0.1561900208031573,24.0,1.0,0.0165627224429952
2014-12-25,-0.1073081316563624,0.994225811815616,3,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,14984.0,0.1606560778282198,0.9617408632489544,0.1561900208031573,25.0,1.0,0.0165627224429952
2014-12-26,-0.0901900042703451,0.99592457702866,4,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,12836.0,0.1594605261307268,0.9617408632489544,0.1561900208031573,26.0,1.0,0.0165627224429952
2014-12-27,-0.0730451882110474,0.9973286321364752,5,1,12,0,0,0,0.0,0,0.0,1,20.0,0,5,12176.0,0.1701253266568632,0.9617408632489544,0.1561900208031573,27.0,1.0,0.0165627224429952
2014-12-28,-0.0558787569053731,0.9984375616565666,6,1,12,0,0,0,0.0,0,0.0,1,20.0,0,5,14412.0,0.1654047326300495,0.9617408632489544,0.1561900208031573,28.0,1.0,0.0165627224429952
2014-12-29,-0.0386957901765268,0.999251037438848,0,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,14420.0,0.1958291937446221,0.9617408632489544,0.1561900208031573,29.0,1.0,0.0165627224429952
2014-12-30,-0.0215013727408137,0.999768818762748,1,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,14751.0,0.1586990412277846,0.9617408632489544,0.1561900208031573,30.0,1.0,0.0165627224429952
2014-12-31,-0.0043005927029819,0.9999907524084426,2,0,12,0,0,0,0.0,0,0.0,1,20.0,0,5,14154.0,0.1741618345434337,0.963187849446952,0.1560678201469045,15.5,0.5,0.0165627224429952
2015-01-01,0.0172015754182605,0.9998520419557736,3,0,1,0,0,0,0.0,1,1.0,1,20.0,0,5,11938.0,0.196478618019259,0.96463483564495,0.1559456194906517,1.0,0.0,0.0100449599705835
2015-01-02,0.034398060613608,0.9994082116062598,4,0,1,0,0,0,0.0,0,0.5,1,20.0,0,5,12631.0,0.1775518298881195,0.96463483564495,0.1559456194906517,2.0,0.0,0.0100449599705835
2015-01-03,0.0515843668694083,0.9986686402879996,5,1,1,0,0,0,0.0,0,0.3333333333333333,0,0.0,0,5,11528.0,0.1700606708102504,0.96463483564495,0.1559456194906517,3.0,0.0,0.0100449599705835
2015-01-04,0.0687554084811394,0.9976335468520452,6,1,1,0,0,0,0.0,0,0.25,0,0.0,0,4,10546.0,0.1874842005836097,0.96463483564495,0.1559456194906517,4.0,0.0,0.0100449599705835
2015-01-05,0.0859061042613327,0.9963032375991964,0,0,1,0,0,0,0.0,0,0.2,0,0.0,0,3,11328.0,0.172879909448495,0.96463483564495,0.1559456194906517,5.0,0.0,0.0100449599705835
2015-01-06,0.1030313790431787,0.9946781061893646,1,0,1,0,0,0,0.0,0,0.1666666666666666,0,0.0,0,2,9268.0,0.1875326710109882,0.96463483564495,0.1559456194906517,6.0,0.0,0.0100449599705835
2015-01-07,0.1201261651823505,0.9927586335250792,2,0,1,0,0,0,0.0,0,0.1428571428571428,0,0.0,0,1,10147.0,0.1898773789751569,0.96463483564495,0.1559456194906517,7.0,0.0,0.0100449599705835
2015-01-08,0.1371854040566005,0.9905453876091832,3,0,1,0,0,0,0.0,0,0.125,0,0.0,0,0,8997.0,0.196478618019259,0.9617408632489544,0.1561900208031573,8.0,1.0,0.0100449599705835
2015-01-09,0.1542040475626894,0.988039023376751,4,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,12849.0,0.1775518298881195,0.9617408632489544,0.1561900208031573,9.0,1.0,0.0100449599705835
2015-01-10,0.1711770596101998,0.985240282501282,5,1,1,0,0,0,0.0,0,0.0,0,0.0,0,0,11873.0,0.1700606708102504,0.9617408632489544,0.1561900208031573,10.0,1.0,0.0100449599705835
2015-01-11,0.1880994176117975,0.9821499931752292,6,1,1,0,0,0,0.0,0,0.0,0,0.0,0,0,11735.0,0.1874842005836097,0.9617408632489544,0.1561900208031573,11.0,1.0,0.0100449599705835
2015-01-12,0.2049661139694953,0.9787690698649216,0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,12986.0,0.172879909448495,0.9617408632489544,0.1561900208031573,12.0,1.0,0.0100449599705835
2015-01-13,0.2217721575564818,0.975098513039961,1,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,11908.0,0.1875326710109882,0.9617408632489544,0.1561900208031573,13.0,1.0,0.0100449599705835
2015-01-14,0.2385125751940764,0.9711394088771652,2,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,12735.0,0.1898773789751569,0.9617408632489544,0.1561900208031573,14.0,1.0,0.0100449599705835
2015-01-15,0.2551824131233728,0.966892928939152,3,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,12630.0,0.196478618019259,0.9617408632489544,0.1561900208031573,15.0,1.0,0.0100449599705835
2015-01-16,0.2717767384711357,0.9623603298276544,4,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,11982.0,0.1775518298881195,0.9617408632489544,0.1561900208031573,16.0,1.0,0.0100449599705835
2015-01-17,0.2882906407095177,0.957542952811672,5,1,1,0,0,0,0.0,0,0.0,0,0.0,0,0,10268.0,0.1700606708102504,0.9617408632489544,0.1561900208031573,17.0,1.0,0.0100449599705835
2015-01-18,0.3047192331091634,0.9524422234305676,6,1,1,0,0,0,0.0,0,0.0,0,0.0,0,0,10164.0,0.1874842005836097,0.9617408632489544,0.1561900208031573,18.0,1.0,0.0100449599705835
2015-01-19,0.321057654185271,0.9470596510722284,0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,11734.0,0.172879909448495,0.9617408632489544,0.1561900208031573,19.0,1.0,0.0100449599705835
2015-01-20,0.3373010691361842,0.9413968285264122,1,0,1,0,30,0,0.032258064516129,0,0.0,0,0.0,0,0,10857.0,0.1875326710109882,0.9617408632489544,0.1561900208031573,20.0,1.0,0.0100449599705835
2015-01-21,0.3534446712740877,0.9354554315134164,2,0,1,0,29,0,0.0333333333333333,0,0.0,0,0.0,0,0,11368.0,0.1898773789751569,0.9617408632489544,0.1561900208031573,21.0,1.0,0.0100449599705835
2015-01-22,0.3694836834473831,0.9292372181882051,3,0,1,0,28,0,0.0344827586206896,0,0.0,0,0.0,0,0,12159.0,0.196478618019259,0.9617408632489544,0.1561900208031573,22.0,1.0,0.0100449599705835
2015-01-23,0.3854133594543256,0.9227440286201428,4,0,1,0,27,0,0.0357142857142857,0,0.0,0,0.0,0,0,13034.0,0.1775518298881195,0.9617408632489544,0.1561900208031573,23.0,1.0,0.0100449599705835
2015-01-24,0.4012289854475009,0.9159777842484876,5,1,1,0,26,0,0.037037037037037,0,0.0,0,0.0,0,0,12673.0,0.1700606708102504,0.9617408632489544,0.1561900208031573,24.0,1.0,0.0100449599705835
2015-01-25,0.4169258813287287,0.908940487313808,6,1,1,0,25,0,0.0384615384615384,0,0.0,0,0.0,0,0,10995.0,0.1874842005836097,0.9617408632489544,0.1561900208031573,25.0,1.0,0.0100449599705835
2015-01-26,0.4324994021339788,0.901634220265486,0,0,1,0,24,0,0.04,0,0.0,0,0.0,0,0,12273.0,0.172879909448495,0.9617408632489544,0.1561900208031573,26.0,1.0,0.0100449599705835
2015-01-27,0.4479449394078911,0.8940611451454876,1,0,1,0,23,0,0.0416666666666666,0,0.0,0,0.0,0,0,12089.0,0.1875326710109882,0.9617408632489544,0.1561900208031573,27.0,1.0,0.0100449599705835
2015-01-28,0.4632579225674917,0.88622350294858,2,0,1,0,22,0,0.0434782608695652,0,0.0,0,0.0,0,0,12441.0,0.1898773789751569,0.9617408632489544,0.1561900208031573,28.0,1.0,0.0100449599705835
2015-01-29,0.4784338202547012,0.8781236129591848,3,0,1,0,21,0,0.0454545454545454,0,0.0,0,0.0,0,0,12264.0,0.196478618019259,0.9617408632489544,0.1561900208031573,29.0,1.0,0.0100449599705835
2015-01-30,0.4934681416772373,0.8697638720650646,4,0,1,0,20,0,0.0476190476190476,0,0.0,1,15.0,0,0,11133.0,0.1775518298881195,0.9617408632489544,0.1561900208031573,30.0,1.0,0.0100449599705835
2015-01-31,0.5083564379375122,0.8611467540480452,5,1,1,0,19,0,0.05,0,0.0,1,15.0,0,1,10453.0,0.1700606708102504,0.962584730655782,0.1413449592004699,15.5,0.5,0.0100449599705835
2015-02-01,0.5230943033491326,0.8522748088519838,6,1,2,0,18,0,0.0526315789473684,0,0.0,1,15.0,0,2,15593.0,0.1628112781283855,0.96342859806261,0.1264998975977826,1.0,0.0,0.0100534120832842
2015-02-02,0.5376773767406141,0.8431506618282,0,0,2,0,17,0,0.0555555555555555,0,0.0,1,15.0,0,3,15910.0,0.1772404216429283,0.96342859806261,0.1264998975977826,2.0,0.0,0.0100534120832842
2015-02-03,0.5521013427459208,0.8337770129585915,1,0,2,0,16,0,0.0588235294117647,0,0.0,1,15.0,0,4,15721.0,0.16685740572976,0.96342859806261,0.1264998975977826,3.0,0.0,0.0100534120832842
2015-02-04,0.5663619330814524,0.8241566360566663,2,0,2,0,15,0,0.0625,0,0.0,1,15.0,0,5,17552.0,0.191824530214,0.96342859806261,0.1264998975977826,4.0,0.0,0.0100534120832842
2015-02-05,0.580454927809098,0.8142923779467267,3,0,2,0,14,0,0.0666666666666666,0,0.0,1,15.0,0,5,16196.0,0.172441655513573,0.96342859806261,0.1264998975977826,5.0,0.0,0.0100534120832842
2015-02-06,0.5943761565849831,0.804187157621448,4,0,2,0,13,0,0.0714285714285714,0,0.0,1,15.0,0,5,17363.0,0.1688980026252572,0.96342859806261,0.1264998975977826,6.0,0.0,0.0100534120832842
2015-02-07,0.6081214998935418,0.7938439653781019,5,1,2,0,12,0,0.0769230769230769,0,0.0,1,15.0,0,5,18408.0,0.1893134651221436,0.96342859806261,0.1264998975977826,7.0,0.0,0.0100534120832842
2015-02-08,0.6216868902665479,0.7832658619336791,6,1,2,0,11,0,0.0833333333333333,0,0.0,1,15.0,0,5,16090.0,0.1628112781283855,0.9617408632489544,0.1561900208031573,8.0,1.0,0.0100534120832842
2015-02-09,0.6350683134867438,0.7724559775191742,0,0,2,0,10,0,0.0909090909090909,0,0.0,1,15.0,0,5,17476.0,0.1772404216429283,0.9617408632489544,0.1561900208031573,9.0,1.0,0.0100534120832842
2015-02-10,0.6482618097757122,0.7614175109532997,1,0,2,0,9,0,0.1,0,0.0,1,15.0,0,5,18527.0,0.16685740572976,0.9617408632489544,0.1561900208031573,10.0,1.0,0.0100534120832842
2015-02-11,0.6612634749656386,0.7501537286959042,2,0,2,0,8,0,0.1111111111111111,0,0.0,1,15.0,0,5,18408.0,0.191824530214,0.9617408632489544,0.1561900208031573,11.0,1.0,0.0100534120832842
2015-02-12,0.6740694616546161,0.7386679638813748,3,0,2,1,7,0,0.125,0,0.0,1,15.0,0,5,16304.0,0.172441655513573,0.9617408632489544,0.1561900208031573,12.0,1.0,0.0100534120832842
2015-02-13,0.6866759803451553,0.726963615332308,4,0,2,1,6,0,0.1428571428571428,0,0.0,1,15.0,0,5,20518.0,0.1688980026252572,0.9617408632489544,0.1561900208031573,13.0,1.0,0.0100534120832842
2015-02-14,0.6990793005655562,0.7150441465537444,5,1,2,1,5,0,0.1666666666666666,0,0.0,1,15.0,0,5,13711.0,0.1893134651221436,0.9617408632489544,0.1561900208031573,14.0,1.0,0.0100534120832842
2015-02-15,0.7112757519738152,0.7029130847082615,6,1,2,1,4,0,0.2,0,0.0,1,15.0,0,5,17280.0,0.1628112781283855,0.9617408632489544,0.1561900208031573,15.0,1.0,0.0100534120832842
2015-02-16,0.7232617254437388,0.6905740195722293,0,0,2,1,3,0,0.25,0,0.0,1,15.0,0,5,17693.0,0.1772404216429283,0.9617408632489544,0.1561900208031573,16.0,1.0,0.0100534120832842
2015-02-17,0.7350336741329413,0.6780306024735382,1,0,2,1,2,0,0.3333333333333333,0,0.0,1,15.0,0,5,16802.0,0.16685740572976,0.9617408632489544,0.1561900208031573,17.0,1.0,0.0100534120832842
2015-02-18,0.746588114532413,0.6652865452111116,2,0,2,1,1,0,0.5,0,0.0,1,15.0,0,5,16725.0,0.191824530214,0.9617408632489544,0.1561900208031573,18.0,1.0,0.0100534120832842
2015-02-19,0.7579216274973472,0.6523456189565257,3,0,2,1,0,0,1.0,0,0.0,1,15.0,0,5,16363.0,0.172441655513573,0.9617408632489544,0.1561900208031573,19.0,1.0,0.0100534120832842
2015-02-20,0.7690308592589181,0.6392116531380588,4,0,2,1,-1,1,0.5,0,0.0,1,15.0,0,5,18730.0,0.1688980026252572,0.9617408632489544,0.1561900208031573,20.0,1.0,0.0100534120832842
2015-02-21,0.7799125224167177,0.6258885343075018,5,1,2,1,-2,2,0.3333333333333333,0,0.0,1,15.0,0,5,15952.0,0.1893134651221436,0.9617408632489544,0.1561900208031573,21.0,1.0,0.0100534120832842
2015-02-22,0.7905633969115482,0.612380204990065,6,1,2,1,-3,3,0.25,0,0.0,1,15.0,0,5,16431.0,0.1628112781283855,0.9617408632489544,0.1561900208031573,22.0,1.0,0.0100534120832842
2015-02-23,0.8009803309782905,0.5986906625177214,0,0,2,1,-4,4,0.2,0,0.0,1,15.0,0,5,14463.0,0.1772404216429283,0.9617408632489544,0.1561900208031573,23.0,1.0,0.0100534120832842
2015-02-24,0.8111602420785621,0.5848239578463322,1,0,2,1,-5,5,0.1666666666666666,0,0.0,1,15.0,0,5,17173.0,0.16685740572976,0.9617408632489544,0.1561900208031573,24.0,1.0,0.0100534120832842
2015-02-25,0.8211001178128892,0.5707841943569036,2,0,2,1,-6,6,0.1428571428571428,0,0.0,1,15.0,0,5,14450.0,0.191824530214,0.9617408632489544,0.1561900208031573,25.0,1.0,0.0100534120832842
2015-02-26,0.8307970168121247,0.5565755266413303,3,0,2,1,-7,7,0.125,0,0.0,1,15.0,0,5,18508.0,0.172441655513573,0.9617408632489544,0.1561900208031573,26.0,1.0,0.0100534120832842
2015-02-27,0.8402480696078469,0.5422021592729844,4,0,2,0,-8,8,0.1111111111111111,0,0.0,1,15.0,0,5,14926.0,0.1688980026252572,0.9617408632489544,0.1561900208031573,27.0,1.0,0.0100534120832842
2015-02-28,0.8494504794814806,0.527668345562516,5,1,2,0,-9,9,0.1,0,0.0,1,15.0,0,5,15722.0,0.1893134651221436,0.9626959967308084,0.1495783094878604,14.0,0.5,0.0100534120832842
2015-03-01,0.8584015232918917,0.512978386299228,6,1,3,0,-10,10,0.0909090909090909,0,0.0,1,15.0,0,5,21480.0,0.197449269640553,0.9636511302126628,0.1429665981725636,1.0,0.0,0.0096945480276753
2015-03-02,0.8670985522812081,0.4981366284784055,0,0,3,0,-11,11,0.0833333333333333,0,0.0,0,0.0,0,5,22178.0,0.1717824626574707,0.9636511302126628,0.1429665981725636,2.0,0.0,0.0096945480276753
2015-03-03,0.8755389928586302,0.4831474640149687,1,0,3,0,-12,12,0.0769230769230769,0,0.0,0,0.0,0,4,23311.0,0.1826490447640575,0.9636511302126628,0.1429665981725636,3.0,0.0,0.0096945480276753
2015-03-04,0.8837203473619977,0.4680153284438345,2,0,3,0,-13,13,0.0714285714285714,0,0.0,0,0.0,0,3,20723.0,0.1903047937196008,0.9636511302126628,0.1429665981725636,4.0,0.0,0.0096945480276753
2015-03-05,0.8916401947968874,0.452744699607371,3,0,3,0,-14,14,0.0666666666666666,0,0.0,0,0.0,0,2,24841.0,0.1781304219758652,0.9636511302126628,0.1429665981725636,5.0,0.0,0.0096945480276753
2015-03-06,0.8992961915530253,0.4373400963303323,4,0,3,0,-15,15,0.0625,0,0.0,0,0.0,0,1,23903.0,0.1816211618026047,0.9636511302126628,0.1429665981725636,6.0,0.0,0.0096945480276753
2015-03-07,0.9066860720977984,0.4218060770826634,5,1,3,0,-16,16,0.0588235294117647,0,0.0,0,0.0,0,0,20579.0,0.1836455268763841,0.9636511302126628,0.1429665981725636,7.0,0.0,0.0096945480276753
2015-03-08,0.9138076496466616,0.4061472386305789,6,1,3,0,-17,17,0.0555555555555555,0,0.0,0,0.0,0,0,23101.0,0.197449269640553,0.9617408632489544,0.1561900208031573,8.0,1.0,0.0096945480276753
2015-03-09,0.9206588168102428,0.3903682146763026,0,0,3,0,-18,18,0.0526315789473684,0,0.0,0,0.0,0,0,23240.0,0.1717824626574707,0.9617408632489544,0.1561900208031573,9.0,1.0,0.0096945480276753
2015-03-10,0.9272375462179536,0.374473674486883,1,0,3,0,-19,19,0.05,0,0.0,0,0.0,0,0,23566.0,0.1826490447640575,0.9617408632489544,0.1561900208031573,10.0,1.0,0.0096945480276753
2015-03-11,0.9335418911179212,0.3584683215124808,2,0,3,0,-20,20,0.0476190476190476,0,0.0,0,0.0,0,0,22870.0,0.1903047937196008,0.9617408632489544,0.1561900208031573,11.0,1.0,0.0096945480276753
2015-03-12,0.9395699859530622,0.342356891994542,3,0,3,0,-21,21,0.0454545454545454,0,0.0,0,0.0,0,0,28148.0,0.1781304219758652,0.9617408632489544,0.1561900208031573,12.0,1.0,0.0096945480276753
2015-03-13,0.945320046913132,0.3261441535642696,4,0,3,0,-22,22,0.0434782608695652,0,0.0,0,0.0,0,0,21363.0,0.1816211618026047,0.9617408632489544,0.1561900208031573,13.0,1.0,0.0096945480276753
2015-03-14,0.9507903724625832,0.3098349038318025,5,1,3,0,-23,23,0.0416666666666666,0,0.0,0,0.0,0,0,22276.0,0.1836455268763841,0.9617408632489544,0.1561900208031573,14.0,1.0,0.0096945480276753
2015-03-15,0.9559793438440766,0.2934339689665273,6,1,3,0,-24,24,0.04,0,0.0,0,0.0,0,0,22351.0,0.197449269640553,0.9617408632489544,0.1561900208031573,15.0,1.0,0.0096945480276753
2015-03-16,0.9608854255574976,0.2769462022689364,0,0,3,0,-25,25,0.0384615384615384,0,0.0,0,0.0,0,0,24269.0,0.1717824626574707,0.9617408632489544,0.1561900208031573,16.0,1.0,0.0096945480276753
2015-03-17,0.9655071658143364,0.2603764827344581,1,0,3,0,-26,26,0.037037037037037,0,0.0,0,0.0,0,0,21379.0,0.1826490447640575,0.9617408632489544,0.1561900208031573,17.0,1.0,0.0096945480276753
2015-03-18,0.969843196967294,0.2437297136096838,2,0,3,0,-27,27,0.0357142857142857,0,0.0,1,12.0,1,0,18253.0,0.1903047937196008,0.9617408632489544,0.1561900208031573,18.0,1.0,0.0096945480276753
2015-03-19,0.9738922359149924,0.2270108209414184,3,0,3,0,-28,28,0.0344827586206896,0,0.0,1,12.0,1,1,23852.0,0.1781304219758652,0.9617408632489544,0.1561900208031573,19.0,1.0,0.0096945480276753
2015-03-20,0.977653084481664,0.2102247521189836,4,0,3,0,-29,29,0.0333333333333333,0,0.0,1,12.0,1,2,19678.0,0.1816211618026047,0.9617408632489544,0.1561900208031573,20.0,1.0,0.0096945480276753
2015-03-21,0.981124629771712,0.1933764744102058,5,1,3,0,-30,30,0.032258064516129,0,0.0,1,12.0,1,3,26207.0,0.1836455268763841,0.9617408632489544,0.1561900208031573,21.0,1.0,0.0096945480276753
2015-03-22,0.984305844499033,0.1764709734915216,6,1,3,0,0,0,0.0,0,0.0,1,12.0,1,4,21331.0,0.197449269640553,0.9617408632489544,0.1561900208031573,22.0,1.0,0.0096945480276753
2015-03-23,0.9871957872910084,0.1595132519726365,0,0,3,0,0,0,0.0,0,0.0,1,12.0,1,5,21839.0,0.1717824626574707,0.9617408632489544,0.1561900208031573,23.0,1.0,0.0096945480276753
2015-03-24,0.9897936029670716,0.1425083279161708,1,0,3,0,0,0,0.0,0,0.0,1,12.0,1,5,23120.0,0.1826490447640575,0.9617408632489544,0.1561900208031573,24.0,1.0,0.0096945480276753
2015-03-25,0.992098522791769,0.1254612333527364,2,0,3,0,0,0,0.0,0,0.0,1,12.0,1,5,22944.0,0.1903047937196008,0.9617408632489544,0.1561900208031573,25.0,1.0,0.0096945480276753
2015-03-26,0.9941098647022418,0.108377012791876,3,0,3,0,0,0,0.0,0,0.0,1,12.0,1,5,27836.0,0.1781304219758652,0.9617408632489544,0.1561900208031573,26.0,1.0,0.0096945480276753
2015-03-27,0.9958270335100596,0.0912607217293118,4,0,3,0,0,0,0.0,0,0.0,1,12.0,1,5,23381.0,0.1816211618026047,0.9617408632489544,0.1561900208031573,27.0,1.0,0.0096945480276753
2015-03-28,0.9972495210773452,0.0741174251509443,5,1,3,0,0,0,0.0,0,0.0,1,12.0,1,5,23832.0,0.1836455268763841,0.9617408632489544,0.1561900208031573,28.0,1.0,0.0096945480276753
2015-03-29,0.998376906467142,0.0569521960340397,6,1,3,0,0,0,0.0,0,0.0,1,12.0,1,5,24705.0,0.197449269640553,0.9617408632489544,0.1561900208031573,29.0,1.0,0.0096945480276753
2015-03-30,0.9992088560679752,0.0397701138460557,0,0,3,0,0,0,0.0,0,0.0,1,12.0,1,5,21988.0,0.1717824626574707,0.9617408632489544,0.1561900208031573,30.0,1.0,0.0096945480276753
